1;5153;2008091300;790425;39662
1;5178;2008091300;1859336;33401
1;5182;2008091300;60496;35307
1;5185;2008091300;3857732;40049
1;5186;2008091300;1713958;32339
1;5188;2008091300;2054099;33300
1;5189;2008091300;974521;30224
1;5190;2008091300;176609;33923
1;5192;2008091300;995788;30224
1;5193;2008091300;3175836;32359
1;5194;2008091300;605700;32150
1;5195;2008091300;563389;33696
1;5199;2008091300;1804475;31445
1;5201;2008091300;837581;35306
1;5203;2008091300;9667200;32304
1;5204;2008091300;927432;34003
1;5205;2008091300;4327575;35616
1;5206;2008091300;4412260;33089
1;5207;2008091300;1389225;32144
1;5208;2008091300;5687336;33089
1;5209;2008091300;1362640;30729
1;5210;2008091300;1402027;33180
1;5211;2008091300;2209019;34681
1;5212;2008091300;140925;33180
1;5213;2008091300;4691340;32144
1;5214;2008091300;775800;32710
1;5215;2008091300;1435622;30641
1;5216;2008091300;1331181;39582
1;5217;2008091300;1114785;31300
1;5223;2008091300;944397;33480
1;5224;2008091300;2784900;33452
1;5225;2008091300;5736900;33849
1;5226;2008091300;6636140;9999
1;5227;2008091300;1126200;33849
1;5228;2008091300;810000;33225
1;5229;2008091300;2844734;30005
1;5230;2008091300;18102976;34496
1;5231;2008091300;887349;37021
1;5232;2008091300;1049852;34100
1;5233;2008091300;257402;32326
1;5234;2008091300;7287075;33729
1;5235;2008091300;2900054;31086
1;5236;2008091300;3645450;34323
1;5237;2008091300;611775;31631
1;5238;2008091300;111092;30605
1;5239;2008091300;4247906;35211
1;5240;2008091300;608668;33150
1;5241;2008091300;1917750;33385
1;5242;2008091300;180900;31309
1;5243;2008091300;3281100;34496
1;5244;2008091300;739353;32890
1;5245;2008091300;1785000;32707
1;5246;2008091300;490239;33150
1;5247;2008091300;6069961;33642
1;5248;2008091300;483750;39672
1;5249;2008091300;762958;32621
1;5250;2008091300;134325;31844
1;5251;2008091300;864079;34242
1;5252;2008091300;6531302;33540
1;5253;2008091300;1531790;33540
1;5254;2008091300;281195;33054
1;5255;2008091300;1302169;33483
1;5256;2008091300;741375;31186
1;5257;2008091300;453975;31737
1;5259;2008091300;520500;32096
1;5261;2008091300;140925;32096
1;5262;2008091300;1597818;35435
1;5263;2008091300;1061850;30471
1;5264;2008091300;277455;30471
1;5265;2008091300;310450;31931
1;5266;2008091300;981239;31931
1;5267;2008091300;2379752;31884
1;5268;2008091300;1053000;31965
1;5269;2008091300;1643674;32347
1;5271;2008091300;834750;32429
1;5273;2008091300;418500;32820
1;5274;2008091300;953325;39804
1;5275;2008091300;1145623;39804
1;5276;2008091300;459450;35793
1;5277;2008091300;2006542;32222
1;5278;2008091300;387450;39945
1;5279;2008091300;1056939;34937
1;5280;2008091300;263250;34937
1;5281;2008091300;2766197;33197
1;5282;2008091300;2424710;33202
1;5287;2008091300;1898116;35454
1;5288;2008091300;223575;31454
1;5289;2008091300;562950;32706
1;5290;2008091300;118125;35420
1;5291;2008091300;33384;33320
1;5292;2008091300;230100;33678
1;5293;2008091300;4412625;34854
1;5294;2008091300;1111200;30700
1;5295;2008091300;1275850;33619
1;5296;2008091300;2740350;34310
1;5298;2008091300;1066425;33193
1;5299;2008091300;2505146;32578
1;5300;2008091300;80025;32578
1;5301;2008091300;160050;32578
1;5302;2008091300;200025;39683
1;5303;2008091300;131625;39550
1;5304;2008091300;795600;39550
1;5305;2008091300;871875;31322
1;5306;2008091300;478125;30054
1;5307;2008091300;629100;33141
1;5308;2008091300;1493516;31950
1;5309;2008091300;425250;39618
1;5310;2008091300;2183570;33088
1;5311;2008091300;9684675;33528
1;5312;2008091300;5122421;32380
1;5313;2008091300;1405766;32342
1;5314;2008091300;1140542;32342
1;5315;2008091300;293625;31032
1;5316;2008091300;604125;35308
1;5317;2008091300;998255;34910
1;5318;2008091300;4632077;33334
1;5319;2008091300;471111;32511
1;5320;2008091300;500764;33431
1;5321;2008091300;1067078;33431
1;5323;2008091300;303150;39514
1;5324;2008091300;806250;39514
1;5325;2008091300;939150;34113
1;5326;2008091300;2563350;34113
1;5327;2008091300;1193625;31806
1;5328;2008091300;540900;31806
1;5329;2008091300;687887;31225
1;5330;2008091300;2086739;33803
1;5331;2008091300;4947675;31428
1;5333;2008091300;1100746;35521
1;5334;2008091300;496743;35521
1;5335;2008091300;1190100;32339
1;5336;2008091300;486551;39918
1;5337;2008091300;983306;33789
1;5338;2008091300;162000;39886
1;5339;2008091300;1267500;32069
1;5340;2008091300;562950;33970
1;5341;2008091300;76645;30738
1;5342;2008091300;162000;31162
1;5343;2008091300;102887;31162
1;5344;2008091300;969075;33970
1;5345;2008091300;88875;40049
1;5346;2008091300;1403925;39898
1;5347;2008091300;3618470;31097
1;5348;2008091300;225000;31097
3;8176;2008091300;1611750;31361
3;8180;2008091300;1326728;35434
3;8182;2008091300;8311188;32554
3;8185;2008091300;93975;34627
3;8186;2008091300;207000;30138
3;8187;2008091300;3886198;32002
3;8190;2008091300;1714394;30016
3;8192;2008091300;8691663;32554
3;8193;2008091300;1611750;32887
3;8194;2008091300;1255268;33056
3;8196;2008091300;2911657;33056
3;8197;2008091300;266265;39686
3;8198;2008091300;478552;39688
3;8200;2008091300;21478125;32136
3;8201;2008091300;19021350;32721
3;8202;2008091300;640484;33895
3;8203;2008091300;1904153;31323
3;8204;2008091300;6569092;34931
3;8205;2008091300;6163327;32102
3;8206;2008091300;1332033;32635
3;8207;2008091300;889827;39553
3;8208;2008091300;845100;32229
3;8209;2008091300;155881;32229
3;8210;2008091300;1301665;30329
3;8211;2008091300;12084216;33406
3;8212;2008091300;2937446;32427
3;8215;2008091300;10292264;30076
3;8217;2008091300;367263;32357
3;8218;2008091300;119100;31445
3;8219;2008091300;928950;33181
3;8220;2008091300;173960;30378
3;8221;2008091300;1725450;32110
3;8222;2008091300;10110150;32292
3;8223;2008091300;740734;34070
3;8224;2008091300;1892250;32169
3;8226;2008091300;1525500;32428
3;8227;2008091300;798262;33003
3;8228;2008091300;2201120;34833
3;8229;2008091300;140925;34833
3;8230;2008091300;18046950;31926
3;8231;2008091300;522000;33845
3;8232;2008091300;14574675;33729
3;8233;2008091300;2037494;32099
3;8234;2008091300;1122750;34496
3;8235;2008091300;218805;32099
3;8236;2008091300;1406700;32356
3;8237;2008091300;3910950;32356
3;8238;2008091300;1087875;33043
3;8239;2008091300;3529122;34100
3;8240;2008091300;1012800;32803
3;8241;2008091300;1917975;32803
3;8242;2008091300;3507075;32356
